Subject,Day,Year,time,url_slug
Release:  Update - Stolen Vehicle - 3300 Block Of 37th West,June 4,2019,11:01 AM,/news/2019387
Release:  Update - Sudden Death Investigation - 400 Block 5th Avenue North,November 15,2019,2:26 PM,/news/2019860
Release:  Update - Suspect Aressted - Homicide- 200 Block Avenue K South,May 2,2019,6:25 PM,/news/2019317
Release:  Update - Suspicious Death - 100 Block Ave P South,February 14,2018,3:47 PM,/news/201896
Release:  Update - Suspicious Death - 200 Block Avenue K South,April 23,2019,3:02 PM,/news/2019291
Release:  Update - Suspicious Death - 200 Block Avenue R South,July 8,2019,11:53 AM,/news/2019478
Release:  Update - Suspicious Death Investigation - 600 Block Idylwyld Drive,August 29,2019,10:49 AM,/news/2019620
Release:  Update - Suspicious Death Now A Homicide - 1800 Block Avenue B North,July 16,2021,1:44 PM,/news/2021394
Release:  Update - Suspicious Death/Homicide - 3700 Block Diefenbaker Drive,July 14,2020,11:13 AM,/news/2020489
Release:  Update - Suspicious Death/Homicide - 3700 Block Diefenbaker Drive,July 17,2020,4:24 PM,/news/2020497
Release:  Update - Suspicious Package - 200blk Haviland Crescent,March 23,2020,10:06 PM,/news/2020195
Release:  Update - Three Search Warrants Executed - Fentanyl Trafficking Investigation,February 3,2020,10:43 AM,/news/202068
Release:  Update - Traffic Advisory - Collision - Highway 5 And 41,May 24,2019,10:19 AM,/news/2019356
Release:  Update - Traffic Collision - Idylwyld Drive And 22nd Street,October 10,2019,12:00 PM,/news/2019722
Release:  UPDATE - Traffic Collision With Injuries - 100 Block Avenue W South,November 1,2020,12:45 AM,/news/2020785
Release:  Update - Traffic Collision With Injuries - Hanselman Ave. And 45th Street West,November 6,2020,11:59 AM,/news/2020802
Release:  Update - Traffic Restictions/House Fire - 200 Block Avenue L South,May 2,2018,10:42 AM,/news/2018314
Release:  Update - Traffic Restrictions,December 23,2018,8:13 PM,/news/2018915
Release:  UPDATE - Traffic Restrictions - Single Vehicle Accident - 3500 Block Wanuskewin Road,May 27,2018,11:40 AM,/news/2018397
Release:  UPDATE - Traffic Restrictions - Spadina Crescent East,June 27,2018,1:58 PM,/news/2018490
Release:  Update - Traffic Restrictions - Witney Avenue South,April 27,2020,4:40 PM,/news/2020281
Release:  Update - Traffic Restrictions Avenue C And Circle Drive,February 25,2019,4:05 PM,/news/2019148
Release:  Update - Traffic Restrictions Lifted - 1000 Block University Drive,September 6,2018,3:27 PM,/news/2018684
Release:  Update - Traffic Restrictions Lifted - 1100 Block Avenue W North,March 1,2021,4:08 PM,/news/2021118
Release:  Update - Traffic Restrictions Lifted - 1600 Block Of Avenue C North,May 20,2020,12:39 PM,/news/2020342
Release:  Update - Traffic Restrictions Lifted - 19th Street West And Avenue F,July 30,2019,3:29 PM,/news/2019528
Release:  Update - Traffic Restrictions Lifted - 200 Block Witney Avenue North,May 31,2021,11:12 AM,/news/2021296
Release:  Update - Traffic Restrictions Lifted - 22nd Street West And Hart Road,March 30,2020,10:23 AM,/news/2020208
Release:  Update - Traffic Restrictions Lifted - 33rd Street And Edmonton Avenue,March 25,2020,3:12 PM,/news/2020201
Release:  Update - Traffic Restrictions Lifted - Avenue I North And 22nd Street West,May 8,2020,9:31 AM,/news/2020309
Release:  Update - Traffic Restrictions Lifted - Idylwyld Drive And 60th Street East,February 8,2021,1:05 PM,/news/202189
Release:  Update - Traffic Restrictions Lifted - Idylwyld Drive And Hwy 16,June 29,2020,10:48 AM,/news/2020442
Release:  Update - Traffic Restrictions Lifted - Multi-Vehicle Collision - Circle Drive By Valley Road,February 21,2019,10:29 AM,/news/2019137
Release:  Update - Traffic Restrictions Lifted - Northbound Lanes Highway 11 And 71st Street,December 18,2017,3:25 PM,/news/20171031
Release:  Update - Traffic Restrictions Lifted - Pendygrasse Road,January 31,2019,5:04 PM,/news/201975
Release:  Update - Traffic Restrictions Lifted - Vehicle Vs. Pedestrian - 22nd Street And Ave. D,January 4,2018,12:08 PM,/news/20189
Release:  Update - Traffic Restrictions Lifted -- Highway 11 South And Circle Drive,March 11,2021,2:39 PM,/news/2021144
Release:  Update - Two Charged - Firearm Discharged - Ave. W And Bedford Road,April 12,2021,4:23 PM,/news/2021195
Release:  Update - Two Charged - Stabbing - 100 Block 32 Street West,March 23,2020,11:32 AM,/news/2020192
Release:  Update - Two-vehicle Collision - 22nd Street West And Diefenbaker Drive,January 10,2019,2:45 PM,/news/201914
Release:  Update - Vehcile Vs. Pedestrian - Wiggins Ave N And College Drive,December 18,2017,2:43 PM,/news/20171030
Release:  Update - Vehicle Collision - 19th Street West And Avenue F South,August 12,2019,2:59 PM,/news/2019566
Release:  Update - Vehicle Collision - 19th Street West And Avenue F South,July 30,2019,11:56 AM,/news/2019527
Release:  UPDATE - Vehicle Collision - 8th St East & Eastlake Ave,June 14,2019,3:20 PM,/news/2019425
Release:  Update - Vehicle Collision - Circle Drive And Quebec Avenue,January 8,2018,1:35 PM,/news/201817
Release:  Update - Vehicle Collision Involving Youth - 33rd Street West/Avenues F-H,September 9,2021,12:45 PM,/news/2021488
Release:  Update - Vehicle Located - Homicide Investigation - 500 Block Geary Crescent,March 5,2020,4:38 PM,/news/2020150
Release:  Update - Vehicle Vs Pedestrian - 22nd Street And Avenue D,January 4,2018,2:41 PM,/news/201810
Release:  Update - Vehicle/Pedestrian Collision - Warman Road And Assiniboine Drive,March 9,2020,11:59 AM,/news/2020160
Release:  Update - Wanted By Police - Break And Enter/Theft - 1700 Block 20th Street West,June 1,2020,3:51 PM,/news/2020366
Release:  Update - Wanted In Connection To Stabbing - 26th St. East And 3rd/4th Avenue,February 10,2020,10:51 AM,/news/202086
Release:  Update - Weapons Investigation 1st Street And Broadway Avenue,May 2,2020,8:53 PM,/news/2020295
Release:  Update -CP Train Crossing Problems,December 20,2017,5:17 AM,/news/20171035
Release:  Update -CP Train Crossing Problems,May 7,2018,6:53 PM,/news/2018336
Release:  Update -Natural Gas Leak - 22nd Street And Idylwyld Drive,July 29,2019,11:31 PM,/news/2019525
Release:  UPDATE : 19 YEAR OLD MAN IN CUSTODY FOR SHOOTING - 600 BLOCK CONFEDERATION DRIVE,June 12,2018,9:28 PM,/news/2018450
Release:  Update / Correction - Barricaded Person - 500 Block Avenue K North,December 11,2018,2:04 PM,/news/2018885
Release:  Update Homicide In The 200 Block 5th Avenue North,August 16,2018,2:50 PM,/news/2018631
Release:  Update Homicide In The 200 Block Avenue V South,August 11,2018,7:27 PM,/news/2018618
Release:  Update Homicide In The 200 Block Avenue V South,August 12,2018,7:04 AM,/news/2018623
Release:  Update Missing Person - 9 Year Old Boy Has Been Located,June 29,2020,5:49 PM,/news/2020445
Release:  Update Missing Person - Request For The Public's Assistance In Locating Wilfred Fisher - Located,October 25,2019,2:31 AM,/news/2019779
Release:  Update Missing Person Kain Ferland Located,December 12,2019,3:07 AM,/news/2019934
Release:  Update Re: Traffic Restrictions - Person Injured - 1000 Block 8th Street East,October 4,2020,2:58 PM,/news/2020718
Release:  Update Shooting - 600 Block Idywyld Dr.,March 22,2020,4:27 AM,/news/2020188
Release:  Update To Human Remains Found In House Fire- 1400 Block 21st. Street West,October 19,2018,2:45 PM,/news/2018774
Release:  Update To Injured Person/Homicide-1400 Block 20th Street West.,September 21,2018,2:32 PM,/news/2018713
Release:  Update To Missing 74 Year Old Woman,June 27,2019,6:31 PM,/news/2019455
Release:  Update To Missing Person,February 28,2018,1:53 AM,/news/2018122
Release:  Update To Missing Person,October 31,2018,3:38 PM,/news/2018799
Release:  Update To Shooting- 2300 Block 33rd Street West.  3rd Homicide 2017,May 30,2018,4:16 PM,/news/2018410
Release:  Update To Shooting- 2300 Block 33rd Street West.  3rd Homicide 2017 Charges Laid,May 23,2018,5:49 PM,/news/2018379
Release:  Update To Shooting- 2300 Block 33rd Street West.  3rd Homicide 2017.  Charges Laid,May 4,2018,11:58 AM,/news/2018322
Release:  Update To Suspicious Death 200 Block Avenue F North.  SPS File 2018-69970,November 14,2018,12:14 PM,/news/2018829
Release:  Update To Traffic Collision - Traffic Restrictions Lifted,December 14,2017,6:35 PM,/news/20171018
Release:  Update To Traffic Restrictions - Fire At Lorne Ave And Circle Drive,April 18,2018,7:04 AM,/news/2018262
Release:  Update To Water Main Break Traffic Advisory 300 Block Cumberland Avenue South,January 28,2018,1:51 PM,/news/201853
Release:  Update To Water Main Break Traffic Advisory 300 Block Cumberland Avenue South,January 28,2018,1:51 PM,/news/201854
Release:  Update To Weapons Call,January 19,2018,11:46 PM,/news/201836
Release:  Update With Suspect Photo: Stabbing - 200 Block Borden Place,January 30,2019,2:42 PM,/news/201966
Release:  UPDATE- Collision- 29th Street And Idylwyld Drive,December 1,2020,4:33 PM,/news/2020843
Release:  Update- Deceased Male- 500 Block Avenue J South,June 28,2018,11:45 AM,/news/2018494
Release:  Update- Homicide Investigation- 400 Block Avenue G South,September 18,2020,4:46 PM,/news/2020671
Release:  Update- Male In Custody,November 24,2019,12:07 AM,/news/2019875
Release:  Update- Missing Person Located,August 13,2020,8:12 PM,/news/2020556
Release:  Update- Missing Person Located,August 15,2021,9:50 AM,/news/2021432
Release:  Update- Missing Person Located,August 15,2021,9:53 AM,/news/2021433
Release:  Update- Missing Person Located,August 21,2019,4:01 AM,/news/2019595
Release:  Update- Missing Person Located,August 25,2019,12:47 PM,/news/2019611
Release:  Update- Missing Person Located,December 24,2019,5:09 AM,/news/2019966
Release:  Update- Missing Person Located,December 26,2019,1:59 AM,/news/2019972
Release:  Update- Missing Person Located,December 5,2020,1:59 AM,/news/2020852
Release:  Update- Missing Person Located,December 8,2019,2:49 PM,/news/2019916
Release:  Update- Missing Person Located,February 4,2020,12:08 AM,/news/202073
Release:  Update- Missing Person Located,February 5,2020,4:04 AM,/news/202076
Release:  Update- Missing Person Located,January 12,2021,9:21 PM,/news/202128
Release:  Update- Missing Person Located,July 21,2020,9:25 PM,/news/2020511
Release:  Update- Missing Person Located,July 9,2021,12:45 AM,/news/2021383
Release:  Update- Missing Person Located,June 15,2019,10:31 AM,/news/2019427
Release:  Update- Missing Person Located,June 19,2021,3:34 PM,/news/2021345
Release:  Update- Missing Person Located,June 26,2020,10:03 PM,/news/2020432
Release:  Update- Missing Person Located,June 7,2019,8:32 AM,/news/2019396
Release:  Update- Missing Person Located,June 7,2019,9:32 AM,/news/2019397
Release:  Update- Missing Person Located,June 8,2019,5:44 PM,/news/2019401
Release:  Update- Missing Person Located,June 9,2019,9:32 PM,/news/2019404
Release:  Update- Missing Person Located,May 4,2021,8:42 PM,/news/2021245
Release:  Update- Missing Person Located,October 21,2019,3:07 PM,/news/2019764
Release:  Update- Missing Person Located,September 1,2021,10:15 PM,/news/2021463
Release:  Update- Missing Person Located,September 1,2021,10:28 PM,/news/2021464
Release:  Update- Missing Person Located,September 8,2020,2:20 AM,/news/2020632
Release:  Update- Motor Vehicle Collision,December 9,2019,5:49 PM,/news/2019924
Release:  Update- Suspicious Death - 200 Block Avenue F North,July 9,2018,3:22 PM,/news/2018524
Release:  Update- Traffic Restrictions Lifted,April 24,2020,11:20 PM,/news/2020270
Release:  Update- Traffic Restrictions Lifted,August 31,2021,10:16 PM,/news/2021457
Release:  Update- Traffic Restrictions Lifted,December 15,2019,4:56 AM,/news/2019945
Release:  Update- Traffic Restrictions Lifted,December 19,2020,4:46 PM,/news/2020881
Release:  Update- Traffic Restrictions Lifted,June 11,2020,10:34 PM,/news/2020395
Release:  Update- Traffic Restrictions Lifted,May 29,2021,8:32 PM,/news/2021294
Release:  Update- Traffic Restrictions Lifted,October 22,2020,6:19 AM,/news/2020763
Release:  Update- Traffic Restrictions Lifted,September 6,2021,3:45 PM,/news/2021482
Release:  Update- Traffic Restrictions Lifted,September 9,2021,5:05 PM,/news/2021491
Release:  Update- Two East Side Motor Vehicle Collisions,May 1,2018,11:07 PM,/news/2018310
Release:  UPDATE- Vehicle - Pedestrian Collision - 22nd Street And Whitney Ave,July 14,2018,12:14 AM,/news/2018537
Release:  Update--Missing Person Located,December 29,2020,7:47 PM,/news/2020892
Release:  Update--Missing Person Located,December 30,2020,12:48 AM,/news/2020893
Release:  Update--Missing Person Located,July 26,2021,9:02 PM,/news/2021403
Release:  Update-Assault 600 Block Duchess Street,June 24,2018,11:44 AM,/news/2018481
Release:  Update-Charges Laid- Apartment Fire- 2000 Block 20th Street West,September 18,2020,1:31 PM,/news/2020669
Release:  Update-Hit And Run,December 10,2019,4:10 AM,/news/2019927
Release:  Update-Missing Person Located,April 13,2021,3:50 PM,/news/2021197
Release:  Update-Missing Person Located,April 21,2021,10:45 PM,/news/2021214
Release:  Update-Missing Person Located,March 21,2018,9:06 PM,/news/2018178
Release:  Update-Missing Person Located,May 17,2018,9:13 PM,/news/2018367
Release:  Update-Missing Person Located,October 16,2020,10:21 AM,/news/2020745
Release:  Update-Missing Person Located,October 9,2020,1:13 PM,/news/2020733
Release:  Update-Missing Person-Photo Attached,October 13,2018,4:04 PM,/news/2018757
Release:  Update-Request For Public Assistance-Homicide Investigation,March 13,2020,4:17 PM,/news/2020170
Release:  Update-Sutherland Dog Park- Cougar Sighting,October 2,2020,10:43 AM,/news/2020713
Release:  Update-Traffic Restrictions Lifted 100 Block Stillwater Dr.,January 19,2020,2:18 PM,/news/202037
"Release:  Update, Accident With Injuries Circle Dr.",August 20,2021,10:34 PM,/news/2021446
Release:  UPDATE; Missing Person Located - 8 Year Old Paris Lavallee,August 12,2018,12:59 PM,/news/2018624
Release:  UPDATE:  Arrest Warrant - Stabbing - 300 Block 6th Ave N,January 18,2019,8:28 AM,/news/201930
Release:  UPDATE:  Brittany Ben Arrested And In Custody.,June 3,2018,11:01 PM,/news/2018424
Release:  Update:  Collision - Circle Dr. And Taylor St. E,December 15,2020,3:20 AM,/news/2020874
Release:  Update:  Missing Person Located,April 11,2021,1:48 PM,/news/2021193
Release:  UPDATE:  Missing Person Located - Huiying Wang,July 14,2018,9:32 PM,/news/2018541
Release:  UPDATE: 2nd Teen Charged In Homicide - Male Youth's Death,November 6,2019,3:28 PM,/news/2019823
Release:  UPDATE: 3rd Teen Charged In Homicide - Male Youth's Death,November 6,2019,6:01 PM,/news/2019824
Release:  UPDATE: Additional Charge - Sexual Assault - 100 Block Saskatchewan Cr. W,March 20,2019,4:20 PM,/news/2019208
Release:  UPDATE: Aggravated Assault - Ave. H S & 18th St. W,February 4,2021,1:41 PM,/news/202180
Release:  UPDATE: Aggravated Assault - Ave. H S & 18th St. W,February 4,2021,8:53 AM,/news/202178
Release:  UPDATE: An Additional 98 Charges Laid - Suspicious Activity - Cumberland Ave. & College Dr.,March 22,2019,9:47 AM,/news/2019218
Release:  UPDATE: Armed Robbery - 3000 Block Diefenbaker Dr.,March 8,2019,2:58 PM,/news/2019173
Release:  Update: Arrest - Investigation Into Online Comments,September 21,2018,10:19 AM,/news/2018712
Release:  UPDATE: Arrest - Robbery With Violence - 200 Block Pendygrasse Rd.,July 22,2019,10:45 AM,/news/2019509
Release:  UPDATE: Arrest - Stolen RCMP Firearm Investigation,August 15,2018,3:20 PM,/news/2018628
Release:  Update: Arrest Made - Online Threat Involving School -100 Block Nelson Road,October 23,2019,1:27 PM,/news/2019772
